GenderID,TimeID,AgeID,RaceEthnicityID,RegionID,Year,Region,Race or Ethnicity,Sex,Age Group,Firearm Deaths,Alcohol-Related Deaths,Suicide Deaths
2,7,5,1,2,2013,ROS,White Non Hispanic,Male,55-64,0,1,0
1,7,5,1,2,2013,ROS,White Non Hispanic,Female,55-64,0,0,0
2,7,4,1,2,2013,ROS,White Non Hispanic,Male,45-54,0,0,1
1,7,4,1,2,2013,ROS,White Non Hispanic,Female,45-54,0,1,0
2,7,3,1,2,2013,ROS,White Non Hispanic,Male,35-44,0,1,0
1,7,3,1,2,2013,ROS,White Non Hispanic,Female,35-44,0,0,0
2,7,2,1,2,2013,ROS,White Non Hispanic,Male,25-34,0,0,0
1,7,2,1,2,2013,ROS,White Non Hispanic,Female,25-34,0,0,0
2,7,FALSE,3,2,2013,ROS,Asian/ Pacific Islander,Male,Total,0,0,0
1,7,FALSE,3,2,2013,ROS,Asian/ Pacific Islander,Female,Total,0,0,0
1,7,8,3,2,2013,ROS,Asian/ Pacific Islander,Female,85+,0,0,0
2,7,5,3,2,2013,ROS,Asian/ Pacific Islander,Male,55-64,0,0,0
2,7,FALSE,5,2,2013,ROS,Other,Male,Total,0,3,1
1,7,FALSE,5,2,2013,ROS,Other,Female,Total,0,0,0
2,7,FALSE,5,2,2013,ROS,Other,Male,<1,0,0,0
1,7,FALSE,5,2,2013,ROS,Other,Female,<1,0,0,0
2,7,8,5,2,2013,ROS,Other,Male,85+,0,0,0
1,7,8,5,2,2013,ROS,Other,Female,85+,0,0,0
2,7,7,5,2,2013,ROS,Other,Male,75-84,0,0,0
1,7,7,5,2,2013,ROS,Other,Female,75-84,0,0,0
2,6,2,5,2,2012,ROS,Other,Male,25-34,0,0,1
2,6,FALSE,1,2,2012,ROS,White Non Hispanic,Male,Total,0,4,0
1,6,FALSE,1,2,2012,ROS,White Non Hispanic,Female,Total,0,1,1
1,6,FALSE,1,2,2012,ROS,White Non Hispanic,Female,<1,0,0,0
2,6,8,1,2,2012,ROS,White Non Hispanic,Male,85+,0,0,0
1,6,8,1,2,2012,ROS,White Non Hispanic,Female,85+,0,0,0
2,6,7,1,2,2012,ROS,White Non Hispanic,Male,75-84,0,0,0
1,6,7,1,2,2012,ROS,White Non Hispanic,Female,75-84,0,0,0
2,6,6,1,2,2012,ROS,White Non Hispanic,Male,65-74,0,1,0
1,6,6,1,2,2012,ROS,White Non Hispanic,Female,65-74,0,0,1
2,6,5,1,2,2012,ROS,White Non Hispanic,Male,55-64,0,2,0
1,6,5,1,2,2012,ROS,White Non Hispanic,Female,55-64,0,1,0
2,6,4,1,2,2012,ROS,White Non Hispanic,Male,45-54,0,0,0
1,6,4,1,2,2012,ROS,White Non Hispanic,Female,45-54,0,0,0
2,6,3,1,2,2012,ROS,White Non Hispanic,Male,35-44,0,0,0
1,6,3,1,2,2012,ROS,White Non Hispanic,Female,35-44,0,0,0
2,6,2,1,2,2012,ROS,White Non Hispanic,Male,25-34,0,1,0
1,6,1,1,2,2012,ROS,White Non Hispanic,Female,20-24,0,0,0
2,6,FALSE,1,2,2012,ROS,White Non Hispanic,Male,9-Jan,0,0,0
1,6,FALSE,3,2,2012,ROS,Asian/ Pacific Islander,Female,Total,0,0,0
1,6,5,3,2,2012,ROS,Asian/ Pacific Islander,Female,55-64,0,0,0
1,6,2,3,2,2012,ROS,Asian/ Pacific Islander,Female,25-34,0,0,0
2,6,FALSE,5,2,2012,ROS,Other,Male,Total,0,1,1
1,6,FALSE,5,2,2012,ROS,Other,Female,Total,0,0,0
2,6,FALSE,5,2,2012,ROS,Other,Male,<1,0,0,0
1,6,FALSE,5,2,2012,ROS,Other,Female,<1,0,0,0
2,6,8,5,2,2012,ROS,Other,Male,85+,0,0,0
1,6,8,5,2,2012,ROS,Other,Female,85+,0,0,0
2,6,7,5,2,2012,ROS,Other,Male,75-84,0,0,0
1,6,7,5,2,2012,ROS,Other,Female,75-84,0,0,0
2,6,6,5,2,2012,ROS,Other,Male,65-74,0,0,0
1,6,6,5,2,2012,ROS,Other,Female,65-74,0,0,0
2,6,5,5,2,2012,ROS,Other,Male,55-64,0,0,0
1,6,5,5,2,2012,ROS,Other,Female,55-64,0,0,0
2,6,4,5,2,2012,ROS,Other,Male,45-54,0,0,0
2,6,3,5,2,2012,ROS,Other,Male,35-44,0,1,0
2,6,FALSE,4,2,2012,ROS,Hispanic,Male,Total,597,"1,719",904
1,6,FALSE,4,2,2012,ROS,Hispanic,Female,Total,51,729,236
2,6,FALSE,4,2,2012,ROS,Hispanic,Male,<1,0,0,0
1,6,FALSE,4,2,2012,ROS,Hispanic,Female,<1,0,1,0
2,6,8,4,2,2012,ROS,Hispanic,Male,85+,12,40,17
1,6,8,4,2,2012,ROS,Hispanic,Female,85+,2,51,4
2,6,7,4,2,2012,ROS,Hispanic,Male,75-84,43,158,51
1,6,7,4,2,2012,ROS,Hispanic,Female,75-84,2,101,8
2,6,6,4,2,2012,ROS,Hispanic,Male,65-74,57,317,89
1,6,6,4,2,2012,ROS,Hispanic,Female,65-74,3,121,20
2,6,5,4,2,2012,ROS,Hispanic,Male,55-64,87,569,161
1,6,5,4,2,2012,ROS,Hispanic,Female,55-64,7,213,42
2,6,4,4,2,2012,ROS,Hispanic,Male,45-54,89,439,201
1,6,4,4,2,2012,ROS,Hispanic,Female,45-54,11,174,70
2,6,3,4,2,2012,ROS,Hispanic,Male,35-44,79,120,143
1,6,3,4,2,2012,ROS,Hispanic,Female,35-44,8,54,28
2,6,2,4,2,2012,ROS,Hispanic,Male,25-34,103,62,131
1,6,2,4,2,2012,ROS,Hispanic,Female,25-34,9,9,25
2,6,1,4,2,2012,ROS,Hispanic,Male,20-24,82,12,64
1,6,1,4,2,2012,ROS,Hispanic,Female,20-24,6,4,21
2,6,FALSE,4,2,2012,ROS,Hispanic,Male,19-Oct,44,2,47
1,6,FALSE,4,2,2012,ROS,Hispanic,Female,19-Oct,3,1,18
2,6,FALSE,4,2,2012,ROS,Hispanic,Male,9-Jan,1,0,0
1,6,FALSE,4,2,2012,ROS,Hispanic,Female,9-Jan,0,0,0
2,6,FALSE,2,2,2012,ROS,Black Non Hispanic,Male,Total,1,1,0
1,6,FALSE,2,2,2012,ROS,Black Non Hispanic,Female,Total,0,0,0
2,6,FALSE,2,2,2012,ROS,Black Non Hispanic,Male,<1,0,0,0
2,6,8,2,2,2012,ROS,Black Non Hispanic,Male,85+,0,0,0
1,6,8,2,2,2012,ROS,Black Non Hispanic,Female,85+,0,0,0
2,6,7,2,2,2012,ROS,Black Non Hispanic,Male,75-84,0,0,0
2,6,6,2,2,2012,ROS,Black Non Hispanic,Male,65-74,0,0,0
1,6,6,2,2,2012,ROS,Black Non Hispanic,Female,65-74,0,0,0
1,6,5,2,2,2012,ROS,Black Non Hispanic,Female,55-64,0,0,0
2,6,4,2,2,2012,ROS,Black Non Hispanic,Male,45-54,0,1,0
1,6,4,2,2,2012,ROS,Black Non Hispanic,Female,45-54,0,0,0
2,6,3,2,2,2012,ROS,Black Non Hispanic,Male,35-44,1,0,0
2,6,1,2,2,2012,ROS,Black Non Hispanic,Male,20-24,0,0,0
2,6,FALSE,2,2,2012,ROS,Black Non Hispanic,Male,9-Jan,0,0,0
1,6,FALSE,1,1,2012,NYC,White Non Hispanic,Female,Total,0,0,0
1,6,8,1,1,2012,NYC,White Non Hispanic,Female,85+,0,0,0
2,6,FALSE,5,1,2012,NYC,Other,Male,Total,0,0,0
2,6,8,5,1,2012,NYC,Other,Male,85+,0,0,0
2,6,FALSE,4,1,2012,NYC,Hispanic,Male,Total,279,"1,329",363
1,6,FALSE,4,1,2012,NYC,Hispanic,Female,Total,20,522,151
2,6,FALSE,4,1,2012,NYC,Hispanic,Male,<1,0,0,0
1,6,FALSE,4,1,2012,NYC,Hispanic,Female,<1,0,0,0
2,6,8,4,1,2012,NYC,Hispanic,Male,85+,4,18,10
1,6,8,4,1,2012,NYC,Hispanic,Female,85+,0,22,2
2,6,7,4,1,2012,NYC,Hispanic,Male,75-84,3,78,20
1,6,7,4,1,2012,NYC,Hispanic,Female,75-84,0,61,11
2,6,6,4,1,2012,NYC,Hispanic,Male,65-74,8,238,27
1,6,6,4,1,2012,NYC,Hispanic,Female,65-74,2,95,12
2,6,5,4,1,2012,NYC,Hispanic,Male,55-64,13,460,62
1,6,5,4,1,2012,NYC,Hispanic,Female,55-64,1,167,28
2,6,4,4,1,2012,NYC,Hispanic,Male,45-54,25,340,84
1,6,4,4,1,2012,NYC,Hispanic,Female,45-54,1,118,34
2,6,3,4,1,2012,NYC,Hispanic,Male,35-44,31,137,60
1,6,3,4,1,2012,NYC,Hispanic,Female,35-44,6,34,17
2,6,2,4,1,2012,NYC,Hispanic,Male,25-34,86,50,61
1,6,2,4,1,2012,NYC,Hispanic,Female,25-34,6,21,26
2,6,1,4,1,2012,NYC,Hispanic,Male,20-24,73,7,26
1,6,1,4,1,2012,NYC,Hispanic,Female,20-24,3,4,10
2,6,FALSE,4,1,2012,NYC,Hispanic,Male,19-Oct,35,1,13
1,6,FALSE,4,1,2012,NYC,Hispanic,Female,19-Oct,1,0,11
2,6,FALSE,4,1,2012,NYC,Hispanic,Male,9-Jan,1,0,0
1,6,FALSE,4,1,2012,NYC,Hispanic,Female,9-Jan,0,0,0
2,6,FALSE,2,1,2012,NYC,Black Non Hispanic,Male,Total,0,1,0
2,6,6,2,1,2012,NYC,Black Non Hispanic,Male,65-74,0,1,0
2,5,6,4,2,2011,ROS,Hispanic,Male,65-74,46,260,69
1,5,3,2,1,2011,NYC,Black Non Hispanic,Female,35-44,0,0,0
2,5,3,2,1,2011,NYC,Black Non Hispanic,Male,35-44,0,0,0
2,5,5,2,1,2011,NYC,Black Non Hispanic,Male,55-64,0,0,0
2,5,7,2,1,2011,NYC,Black Non Hispanic,Male,75-84,0,0,0
1,5,8,2,1,2011,NYC,Black Non Hispanic,Female,85+,0,0,0
1,5,FALSE,2,1,2011,NYC,Black Non Hispanic,Female,Total,0,0,0
2,5,FALSE,2,1,2011,NYC,Black Non Hispanic,Male,Total,0,0,0
1,5,FALSE,4,1,2011,NYC,Hispanic,Female,9-Jan,0,0,0
2,5,FALSE,4,1,2011,NYC,Hispanic,Male,9-Jan,0,0,0
1,5,FALSE,4,1,2011,NYC,Hispanic,Female,19-Oct,0,0,7
2,5,FALSE,4,1,2011,NYC,Hispanic,Male,19-Oct,1,2,20
1,5,1,4,1,2011,NYC,Hispanic,Female,20-24,0,4,9
2,5,1,4,1,2011,NYC,Hispanic,Male,20-24,2,11,24
1,5,2,4,1,2011,NYC,Hispanic,Female,25-34,0,14,28
2,5,2,4,1,2011,NYC,Hispanic,Male,25-34,7,47,61
1,5,3,4,1,2011,NYC,Hispanic,Female,35-44,2,42,13
2,5,3,4,1,2011,NYC,Hispanic,Male,35-44,6,123,61
1,5,4,4,1,2011,NYC,Hispanic,Female,45-54,0,112,23
2,5,4,4,1,2011,NYC,Hispanic,Male,45-54,2,330,85
1,5,5,4,1,2011,NYC,Hispanic,Female,55-64,1,114,10
2,5,5,4,1,2011,NYC,Hispanic,Male,55-64,2,445,57
1,5,6,4,1,2011,NYC,Hispanic,Female,65-74,0,99,17
2,5,6,4,1,2011,NYC,Hispanic,Male,65-74,0,222,35
1,5,7,4,1,2011,NYC,Hispanic,Female,75-84,0,64,7
2,5,7,4,1,2011,NYC,Hispanic,Male,75-84,1,84,19
1,5,8,4,1,2011,NYC,Hispanic,Female,85+,0,20,7
2,5,8,4,1,2011,NYC,Hispanic,Male,85+,0,26,3
1,5,FALSE,4,1,2011,NYC,Hispanic,Female,<1,0,0,0
2,5,FALSE,4,1,2011,NYC,Hispanic,Male,<1,0,0,0
1,5,FALSE,4,1,2011,NYC,Hispanic,Female,Total,3,469,121
2,5,FALSE,4,1,2011,NYC,Hispanic,Male,Total,21,"1,290",365
1,5,6,3,1,2011,NYC,Asian/ Pacific Islander,Female,65-74,0,0,0
1,5,FALSE,3,1,2011,NYC,Asian/ Pacific Islander,Female,Total,0,0,0
2,5,2,1,1,2011,NYC,White Non Hispanic,Male,25-34,0,0,0
1,5,4,1,1,2011,NYC,White Non Hispanic,Female,45-54,0,0,0
1,5,5,1,1,2011,NYC,White Non Hispanic,Female,55-64,0,0,0
2,5,6,1,1,2011,NYC,White Non Hispanic,Male,65-74,0,0,0
1,5,7,1,1,2011,NYC,White Non Hispanic,Female,75-84,0,0,0
2,5,7,1,1,2011,NYC,White Non Hispanic,Male,75-84,0,0,0
1,5,8,1,1,2011,NYC,White Non Hispanic,Female,85+,0,0,0
1,5,FALSE,1,1,2011,NYC,White Non Hispanic,Female,Total,0,0,0
2,5,FALSE,1,1,2011,NYC,White Non Hispanic,Male,Total,0,0,0
2,5,FALSE,2,2,2011,ROS,Black Non Hispanic,Male,19-Oct,0,0,0
2,5,2,2,2,2011,ROS,Black Non Hispanic,Male,25-34,0,0,0
1,5,3,2,2,2011,ROS,Black Non Hispanic,Female,35-44,0,0,0
1,5,4,2,2,2011,ROS,Black Non Hispanic,Female,45-54,0,0,0
2,5,4,2,2,2011,ROS,Black Non Hispanic,Male,45-54,0,0,0
2,5,5,2,2,2011,ROS,Black Non Hispanic,Male,55-64,0,0,0
2,5,6,2,2,2011,ROS,Black Non Hispanic,Male,65-74,0,0,0
1,5,7,2,2,2011,ROS,Black Non Hispanic,Female,75-84,0,0,0
2,5,7,2,2,2011,ROS,Black Non Hispanic,Male,75-84,0,0,0
1,5,8,2,2,2011,ROS,Black Non Hispanic,Female,85+,0,0,0
2,5,8,2,2,2011,ROS,Black Non Hispanic,Male,85+,0,0,0
1,5,FALSE,2,2,2011,ROS,Black Non Hispanic,Female,Total,0,0,0
2,5,FALSE,2,2,2011,ROS,Black Non Hispanic,Male,Total,0,0,0
1,5,FALSE,4,2,2011,ROS,Hispanic,Female,9-Jan,1,0,0
2,5,FALSE,4,2,2011,ROS,Hispanic,Male,9-Jan,1,0,0
1,5,FALSE,4,2,2011,ROS,Hispanic,Female,19-Oct,10,2,20
2,5,FALSE,4,2,2011,ROS,Hispanic,Male,19-Oct,42,3,46
1,5,1,4,2,2011,ROS,Hispanic,Female,20-24,4,3,18
2,5,1,4,2,2011,ROS,Hispanic,Male,20-24,57,17,76
1,5,2,4,2,2011,ROS,Hispanic,Female,25-34,10,16,22
2,5,2,4,2,2011,ROS,Hispanic,Male,25-34,83,51,132
1,5,3,4,2,2011,ROS,Hispanic,Female,35-44,8,42,43
2,5,3,4,2,2011,ROS,Hispanic,Male,35-44,64,133,155
1,5,4,4,2,2011,ROS,Hispanic,Female,45-54,14,162,50
2,5,4,4,2,2011,ROS,Hispanic,Male,45-54,103,371,203
1,5,5,4,2,2011,ROS,Hispanic,Female,55-64,7,188,40
2,5,5,4,2,2011,ROS,Hispanic,Male,55-64,79,549,145
1,5,6,4,2,2011,ROS,Hispanic,Female,65-74,2,140,7
1,5,7,4,2,2011,ROS,Hispanic,Female,75-84,0,138,8
2,5,7,4,2,2011,ROS,Hispanic,Male,75-84,51,153,65
1,5,8,4,2,2011,ROS,Hispanic,Female,85+,1,52,4
2,5,8,4,2,2011,ROS,Hispanic,Male,85+,14,45,22
1,5,FALSE,4,2,2011,ROS,Hispanic,Female,<1,0,0,0
2,5,FALSE,4,2,2011,ROS,Hispanic,Male,<1,0,0,0
1,5,FALSE,4,2,2011,ROS,Hispanic,Female,Total,57,743,212
2,5,FALSE,4,2,2011,ROS,Hispanic,Male,Total,540,"1,582",913
2,5,3,5,2,2011,ROS,Other,Male,35-44,0,0,0
2,5,4,5,2,2011,ROS,Other,Male,45-54,0,1,0
1,5,5,5,2,2011,ROS,Other,Female,55-64,0,0,0
2,5,5,5,2,2011,ROS,Other,Male,55-64,0,1,0
1,5,6,5,2,2011,ROS,Other,Female,65-74,0,1,0
2,5,6,5,2,2011,ROS,Other,Male,65-74,0,0,0
1,5,7,5,2,2011,ROS,Other,Female,75-84,0,0,0
2,5,7,5,2,2011,ROS,Other,Male,75-84,0,0,0
2,5,8,5,2,2011,ROS,Other,Male,85+,0,0,0
2,5,FALSE,5,2,2011,ROS,Other,Male,<1,0,0,0
1,5,FALSE,5,2,2011,ROS,Other,Female,Total,0,1,0
2,5,FALSE,5,2,2011,ROS,Other,Male,Total,0,2,0
1,5,FALSE,3,2,2011,ROS,Asian/ Pacific Islander,Female,19-Oct,0,0,1
1,5,FALSE,3,2,2011,ROS,Asian/ Pacific Islander,Female,Total,0,0,1
2,5,1,1,2,2011,ROS,White Non Hispanic,Male,20-24,0,0,0
1,5,2,1,2,2011,ROS,White Non Hispanic,Female,25-34,0,0,0
2,5,2,1,2,2011,ROS,White Non Hispanic,Male,25-34,1,0,1
2,5,3,1,2,2011,ROS,White Non Hispanic,Male,35-44,0,0,1
1,5,4,1,2,2011,ROS,White Non Hispanic,Female,45-54,0,1,1
2,5,4,1,2,2011,ROS,White Non Hispanic,Male,45-54,0,0,0
1,5,5,1,2,2011,ROS,White Non Hispanic,Female,55-64,0,1,0
2,5,5,1,2,2011,ROS,White Non Hispanic,Male,55-64,0,4,1
1,5,6,1,2,2011,ROS,White Non Hispanic,Female,65-74,0,2,1
2,5,6,1,2,2011,ROS,White Non Hispanic,Male,65-74,0,2,0
1,5,7,1,2,2011,ROS,White Non Hispanic,Female,75-84,0,0,0
2,5,7,1,2,2011,ROS,White Non Hispanic,Male,75-84,0,0,0
1,5,8,1,2,2011,ROS,White Non Hispanic,Female,85+,0,0,0
2,5,8,1,2,2011,ROS,White Non Hispanic,Male,85+,0,0,0
1,5,FALSE,1,2,2011,ROS,White Non Hispanic,Female,<1,0,0,0
2,5,FALSE,1,2,2011,ROS,White Non Hispanic,Male,<1,0,0,0
1,5,FALSE,1,2,2011,ROS,White Non Hispanic,Female,Total,0,4,2
2,5,FALSE,1,2,2011,ROS,White Non Hispanic,Male,Total,1,6,3
1,4,FALSE,4,2,2010,ROS,Hispanic,Female,<1,0,0,0
2,4,8,4,2,2010,ROS,Hispanic,Male,85+,12,53,20
1,4,8,4,2,2010,ROS,Hispanic,Female,85+,1,53,5
2,4,7,4,2,2010,ROS,Hispanic,Male,75-84,40,161,55
1,4,7,4,2,2010,ROS,Hispanic,Female,75-84,1,109,6
2,4,6,4,2,2010,ROS,Hispanic,Male,65-74,56,260,72
2,4,FALSE,1,2,2010,ROS,White Non Hispanic,Male,Total,0,4,0
1,4,FALSE,1,2,2010,ROS,White Non Hispanic,Female,Total,0,2,0
2,4,8,1,2,2010,ROS,White Non Hispanic,Male,85+,0,0,0
1,4,8,1,2,2010,ROS,White Non Hispanic,Female,85+,0,0,0
2,4,7,1,2,2010,ROS,White Non Hispanic,Male,75-84,0,0,0
1,4,7,1,2,2010,ROS,White Non Hispanic,Female,75-84,0,0,0
2,4,6,1,2,2010,ROS,White Non Hispanic,Male,65-74,0,0,0
1,4,6,1,2,2010,ROS,White Non Hispanic,Female,65-74,0,1,0
2,4,5,1,2,2010,ROS,White Non Hispanic,Male,55-64,0,2,0
1,4,5,1,2,2010,ROS,White Non Hispanic,Female,55-64,0,1,0
2,4,4,1,2,2010,ROS,White Non Hispanic,Male,45-54,0,1,0
1,4,4,1,2,2010,ROS,White Non Hispanic,Female,45-54,0,0,0
2,4,3,1,2,2010,ROS,White Non Hispanic,Male,35-44,0,1,0
2,4,2,1,2,2010,ROS,White Non Hispanic,Male,25-34,0,0,0
2,4,FALSE,5,2,2010,ROS,Other,Male,Total,0,1,0
1,4,FALSE,5,2,2010,ROS,Other,Female,Total,0,0,0
2,4,FALSE,5,2,2010,ROS,Other,Male,<1,0,0,0
1,4,FALSE,5,2,2010,ROS,Other,Female,<1,0,0,0
2,4,8,5,2,2010,ROS,Other,Male,85+,0,0,0
1,4,8,5,2,2010,ROS,Other,Female,85+,0,0,0
2,4,7,5,2,2010,ROS,Other,Male,75-84,0,0,0
1,4,7,5,2,2010,ROS,Other,Female,75-84,0,0,0
2,4,6,5,2,2010,ROS,Other,Male,65-74,0,0,0
1,4,6,5,2,2010,ROS,Other,Female,65-74,0,0,0
2,4,5,5,2,2010,ROS,Other,Male,55-64,0,1,0
1,4,5,5,2,2010,ROS,Other,Female,55-64,0,0,0
2,4,4,5,2,2010,ROS,Other,Male,45-54,0,0,0
2,4,3,5,2,2010,ROS,Other,Male,35-44,0,0,0
2,4,FALSE,4,2,2010,ROS,Hispanic,Male,Total,550,"1,580",866
1,4,FALSE,4,2,2010,ROS,Hispanic,Female,Total,59,652,187
2,4,FALSE,4,2,2010,ROS,Hispanic,Male,<1,1,0,0
1,4,6,4,2,2010,ROS,Hispanic,Female,65-74,6,128,15
2,4,FALSE,2,1,2010,NYC,Black Non Hispanic,Male,19-Oct,1,0,0
1,4,2,2,1,2010,NYC,Black Non Hispanic,Female,25-34,0,0,0
1,4,4,2,1,2010,NYC,Black Non Hispanic,Female,45-54,0,0,0
1,4,5,2,1,2010,NYC,Black Non Hispanic,Female,55-64,0,0,0
2,4,5,2,1,2010,NYC,Black Non Hispanic,Male,55-64,0,0,0
2,4,6,2,1,2010,NYC,Black Non Hispanic,Male,65-74,0,0,0
1,4,7,2,1,2010,NYC,Black Non Hispanic,Female,75-84,0,0,0
1,4,8,2,1,2010,NYC,Black Non Hispanic,Female,85+,0,0,0
1,4,FALSE,2,1,2010,NYC,Black Non Hispanic,Female,Total,0,0,0
2,4,FALSE,2,1,2010,NYC,Black Non Hispanic,Male,Total,1,0,0
1,4,FALSE,4,1,2010,NYC,Hispanic,Female,9-Jan,0,0,0
2,4,FALSE,4,1,2010,NYC,Hispanic,Male,9-Jan,0,0,0
1,4,FALSE,4,1,2010,NYC,Hispanic,Female,19-Oct,0,0,5
2,4,FALSE,4,1,2010,NYC,Hispanic,Male,19-Oct,1,1,11
1,4,1,4,1,2010,NYC,Hispanic,Female,20-24,0,1,6
2,4,1,4,1,2010,NYC,Hispanic,Male,20-24,4,6,25
1,4,2,4,1,2010,NYC,Hispanic,Female,25-34,0,15,25
2,4,2,4,1,2010,NYC,Hispanic,Male,25-34,6,38,49
1,4,3,4,1,2010,NYC,Hispanic,Female,35-44,1,31,20
2,4,3,4,1,2010,NYC,Hispanic,Male,35-44,0,118,65
1,4,4,4,1,2010,NYC,Hispanic,Female,45-54,0,102,27
2,4,4,4,1,2010,NYC,Hispanic,Male,45-54,5,339,84
1,4,5,4,1,2010,NYC,Hispanic,Female,55-64,0,128,16
2,4,5,4,1,2010,NYC,Hispanic,Male,55-64,5,377,64
1,4,6,4,1,2010,NYC,Hispanic,Female,65-74,0,82,12
2,4,6,4,1,2010,NYC,Hispanic,Male,65-74,0,206,21
1,4,7,4,1,2010,NYC,Hispanic,Female,75-84,0,49,3
2,4,7,4,1,2010,NYC,Hispanic,Male,75-84,0,93,11
1,4,8,4,1,2010,NYC,Hispanic,Female,85+,0,25,2
2,4,8,4,1,2010,NYC,Hispanic,Male,85+,0,22,8
1,4,FALSE,4,1,2010,NYC,Hispanic,Female,<1,0,0,0
2,4,FALSE,4,1,2010,NYC,Hispanic,Male,<1,0,0,0
1,4,FALSE,4,1,2010,NYC,Hispanic,Female,Total,1,433,116
2,4,FALSE,4,1,2010,NYC,Hispanic,Male,Total,21,"1,200",338
2,4,FALSE,5,1,2010,NYC,Other,Male,19-Oct,0,0,0
1,4,4,5,1,2010,NYC,Other,Female,45-54,0,0,0
2,4,4,5,1,2010,NYC,Other,Male,45-54,0,0,0
2,4,7,5,1,2010,NYC,Other,Male,75-84,0,0,0
1,4,FALSE,5,1,2010,NYC,Other,Female,Total,0,0,0
2,4,FALSE,5,1,2010,NYC,Other,Male,Total,0,0,0
1,4,8,1,1,2010,NYC,White Non Hispanic,Female,85+,0,0,0
1,4,FALSE,1,1,2010,NYC,White Non Hispanic,Female,Total,0,0,0
2,4,2,2,2,2010,ROS,Black Non Hispanic,Male,25-34,1,0,0
1,4,3,2,2,2010,ROS,Black Non Hispanic,Female,35-44,0,0,0
2,4,3,2,2,2010,ROS,Black Non Hispanic,Male,35-44,1,0,1
1,4,4,2,2,2010,ROS,Black Non Hispanic,Female,45-54,0,0,0
1,4,5,2,2,2010,ROS,Black Non Hispanic,Female,55-64,0,0,0
2,4,5,2,2,2010,ROS,Black Non Hispanic,Male,55-64,0,1,0
1,4,6,2,2,2010,ROS,Black Non Hispanic,Female,65-74,0,0,0
2,4,6,2,2,2010,ROS,Black Non Hispanic,Male,65-74,0,0,0
2,4,7,2,2,2010,ROS,Black Non Hispanic,Male,75-84,0,0,0
1,4,8,2,2,2010,ROS,Black Non Hispanic,Female,85+,0,0,0
2,4,8,2,2,2010,ROS,Black Non Hispanic,Male,85+,0,0,0
1,4,FALSE,2,2,2010,ROS,Black Non Hispanic,Female,Total,0,0,0
2,4,FALSE,2,2,2010,ROS,Black Non Hispanic,Male,Total,2,1,1
1,4,FALSE,4,2,2010,ROS,Hispanic,Female,9-Jan,1,0,0
2,4,FALSE,4,2,2010,ROS,Hispanic,Male,9-Jan,4,0,0
1,4,FALSE,4,2,2010,ROS,Hispanic,Female,19-Oct,2,0,13
2,4,FALSE,4,2,2010,ROS,Hispanic,Male,19-Oct,37,3,40
1,4,1,4,2,2010,ROS,Hispanic,Female,20-24,1,3,10
2,4,1,4,2,2010,ROS,Hispanic,Male,20-24,69,14,74
1,4,2,4,2,2010,ROS,Hispanic,Female,25-34,13,9,20
2,4,2,4,2,2010,ROS,Hispanic,Male,25-34,80,61,109
1,4,3,4,2,2010,ROS,Hispanic,Female,35-44,11,44,32
2,4,3,4,2,2010,ROS,Hispanic,Male,35-44,85,129,158
1,4,4,4,2,2010,ROS,Hispanic,Female,45-54,15,149,49
2,4,4,4,2,2010,ROS,Hispanic,Male,45-54,104,373,223
1,4,5,4,2,2010,ROS,Hispanic,Female,55-64,8,157,37
2,4,5,4,2,2010,ROS,Hispanic,Male,55-64,62,526,115
1,3,7,4,2,2009,ROS,Hispanic,Female,75-84,2,105,4
1,3,4,2,1,2009,NYC,Black Non Hispanic,Female,45-54,0,0,0
2,3,5,2,1,2009,NYC,Black Non Hispanic,Male,55-64,0,0,0
1,3,6,2,1,2009,NYC,Black Non Hispanic,Female,65-74,0,0,0
1,3,7,2,1,2009,NYC,Black Non Hispanic,Female,75-84,0,0,0
2,3,7,2,1,2009,NYC,Black Non Hispanic,Male,75-84,0,1,0
1,3,FALSE,2,1,2009,NYC,Black Non Hispanic,Female,Total,0,0,0
2,3,FALSE,2,1,2009,NYC,Black Non Hispanic,Male,Total,0,1,0
1,3,FALSE,4,1,2009,NYC,Hispanic,Female,9-Jan,0,0,0
2,3,FALSE,4,1,2009,NYC,Hispanic,Male,9-Jan,0,0,1
1,3,FALSE,4,1,2009,NYC,Hispanic,Female,19-Oct,0,0,6
2,3,FALSE,4,1,2009,NYC,Hispanic,Male,19-Oct,3,1,12
1,3,1,4,1,2009,NYC,Hispanic,Female,20-24,0,0,11
2,3,1,4,1,2009,NYC,Hispanic,Male,20-24,7,3,26
1,3,2,4,1,2009,NYC,Hispanic,Female,25-34,1,8,12
2,3,2,4,1,2009,NYC,Hispanic,Male,25-34,10,42,56
1,3,3,4,1,2009,NYC,Hispanic,Female,35-44,0,46,20
2,3,3,4,1,2009,NYC,Hispanic,Male,35-44,9,127,61
1,3,4,4,1,2009,NYC,Hispanic,Female,45-54,2,108,18
2,3,4,4,1,2009,NYC,Hispanic,Male,45-54,2,373,78
1,3,5,4,1,2009,NYC,Hispanic,Female,55-64,0,125,20
2,3,5,4,1,2009,NYC,Hispanic,Male,55-64,3,397,57
1,3,6,4,1,2009,NYC,Hispanic,Female,65-74,0,71,10
2,3,6,4,1,2009,NYC,Hispanic,Male,65-74,0,224,19
1,3,7,4,1,2009,NYC,Hispanic,Female,75-84,1,72,7
